738907643,xnni291w,1160680750,1172152698,8405895,0,11220
2027666899,qnctfp92,975693128,1006680386,0,758,4
1823014900,l91b0obk,944540742,1032841434,3882048,0,212
2027666899,ij92tl8g,865502965,1021059656,0,1364,4
1971508274,rq70180c,823284878,994270983,0,414394,54
369186234,uxofj2hn,58959892,993291878,0,51332,5
2032082479,aauctcbf,130223,1208482586,7368310,0,2815
2118417040,g00uosvs,53792275,1004499088,0,19228,136
2108122846,ht41aqm0,45274618,1168752707,0,22185274,14
614885267,b39ca6f2,69800864,1028511702,0,8439,12
1791239176,6m0b38ov,63932663,686159780,0,5846821,12
675577809,isljxn54,48243251,63460225,0,35745,10
636705918,aahsd7a6,23642383,187986049,641,1377,16
717304517,9fhol9yh,21644428,1144849447,6403329,0,56
1008173265,nuqbswyy,893453223,894622537,0,42756,2
1190734166,gmbtbc4e,197975920,913751109,0,3022229,27
107193616,fcsenodw,224129492,1166534986,0,229429905,210
636705918,ixh6mlrt,387319831,830669168,0,13830686,59
1838840066,pfk3l6lh,12420,1209300598,23548084,0,4036
448579753,qatatafs,728,1209540766,5753023423,0,20180
1428438594,vjg1073j,629,1209000789,2160200,5094198,61743
1971508274,9kyn1mcx,73201001,157742015,0,24240,3
1577040375,w971tcsc,718571545,719245038,0,91506,9
1152376282,xj1tii6d,114179117,200124942,0,275439,27
1541370869,9lbjnhf6,663656485,665005398,0,1354099,3
2027666899,lu5kfo0r,45929338,1019658423,0,8236761,27
1989626848,t51bkvc3,165954171,327216933,2465754,0,30
1432497372,jten6mu6,212320705,222709926,0,107171892,12441
615198083,0x1w7s1f,403473854,659563497,0,42927,41
1604032093,dwytcbwe,396679964,1014843683,1693,0,18
360956661,d0dqq74j,312117726,1020553173,11977482,0,50
1236004089,tltgahyx,675735316,1208768175,968702267,0,241
613993749,0qyb3xbh,223848478,223898079,0,1029014,28
1152376282,y95jq2ch,716738727,716739870,0,91506,9
