1261352357,crvh69uo,1176835016,1179660408,0,2492342,8
908483929,098f4gmq,1126447172,1196594512,5184,0,8
760838621,j5w94h3h,1119945592,1126247154,1930146,0,26
222502285,eskd6n69,1010254415,1123883916,44000,0,33
1074473150,c6canjul,997057137,1005508281,0,15420,10
686493538,6md42mp2,996849752,999808479,2186008,5949784,21
1274913248,84fc921b,983718573,983844437,0,2397173,7
1326778665,7srljqh4,979932490,984240777,0,43809391,5364
1347597475,hry95atb,935864168,1005946079,0,3480877078,1204
230727517,8dagv3hc,916696039,917087261,8472,6354,7
556850422,u9ph6lkn,914463185,1200470172,0,110216,49
900015577,ae0uisi3,912030712,913377238,16051,0,7
1041291417,2lwke2ob,909647152,916162271,0,415643,3
1289729059,4uii68ac,904372480,1202957416,0,3815042,13
46962924,so5etxjy,35999033,1007223515,0,15042,67
1573483478,udurok4s,116867818,116868087,3419,6838,2
1059636406,5y08x017,1088345079,1175374436,305263084,222000099,26
46962924,fs92xiq0,104422938,1141279829,0,18166161,5903
158007777,f851qmgq,125139839,229986682,900,596,10
381229407,7biwsy5u,77974162,904410228,20940083,0,6
1303716802,j4dkdld9,391654326,476492981,4100586,0,10
1063530999,uwystwqh,70200754,1198807571,27025344,33620248,36
1188314864,7wwvehov,3435,1209381410,0,5804611834,113661
1247051490,dspoqx6l,119066698,997778230,0,46509772,28
1431633974,oglm3xug,903974653,975056882,0,684768,6
1097674375,fbmqaab5,69129730,1205333577,0,450432,68
1029921800,3bk6mpmw,48516387,1136554801,0,123398192,3518
1931466483,lhspwdm3,64340024,988750312,0,2645098336,795
1552260191,w9jq88qw,383582207,1209599417,0,30913948013,502883
300623674,a3wk9k7c,723913518,1159253569,0,5593702,447
2128302807,5vhd4vyb,54656744,903450183,0,11425,25
1326778665,89hv12ya,53700980,95373855,0,37841366,6030
1289729059,31awt436,935577756,935577777,64658,3775,2
1282524595,epm6ds2k,15786,1206005818,300933,398086,6290
550574865,siilkptm,133809973,924819154,0,10339386969,411916
147960978,fqu2ywec,802653235,984237237,0,66603,9
1549062608,ot836hn0,113253147,1208990704,0,652663225,3281
478602353,c7klf73b,911918884,985415920,0,6456871,6
1592328397,wap3hc14,23133213,1146373036,0,6225505688,150
1594628998,kla1jqcy,9080,1209540883,216165102,0,149637
1001559089,ivlr4hm4,5400286,1208839083,0,45400806596,1048
1137033847,dlifdcko,65704097,1000594944,0,3351649,68
502250212,vv5bos8p,500778599,942501785,0,275559,46
711534385,mk7dc5ra,42964164,285325471,0,2439619,3814
1314865666,gdg6qh8k,41715271,1115624028,0,74277353,1055
247799389,h5egp89c,41380901,896084880,0,2055812,23
1371277269,yowna6mj,26634350,914068084,0,584392111,39
1614153915,8c2foqeb,127181515,1130468817,0,9388930,3075
874540518,lu1tlp6m,505902276,1123810258,360085,0,7
1130991933,ku0idna8,6858,1206015185,0,48670615131,672
1381175665,6hlqcqgp,37693269,1206009057,742268,6296695,98
1552820946,wrykqt6l,802337676,984251680,0,33121,13
2128302807,con2ooqm,37089487,904913418,0,9743905,26
505330385,kuqrkqyu,78021689,1012212824,69999,196008,37
754001280,59nl9b5m,35725540,148563537,83818664,87782969,135
1029921800,c6y83iij,35027921,808973807,0,5253795,10
2016625405,jr7ylbxp,345627329,907229339,0,1296,5
1722565519,owjnowao,34796149,988274939,0,13567857,76
652343227,7f8qg133,289741031,1162832234,0,377610,183
826508184,khub1fbn,34573641,1008220207,0,16310690,1369
419124230,al2j2i7k,40583589,989305973,34397,0,72
1265448083,u78wb899,403643019,742008214,238360708,126695045,1142
147960978,7mss3dth,802513077,984253915,0,33121,13
871134338,m0dwyafb,33469531,826601851,3477125,0,20
1265448083,dci5pa24,420035144,583695027,13660,13864184,102
329041836,7gs3fidp,3140032,1040349126,0,2877185,14
997762352,h0wqacke,31824914,896447508,0,66,2
1298103859,f3co8o44,895376483,996070658,4267,5379,10
1303716802,w05tvj4y,30095224,1096550160,724115,0,4
143704460,7t2kuvji,47910950,1189334368,0,1190219,10
176186297,c8i17x87,64687222,1196926018,0,226613866,154
1371277269,gt5uotyk,26630325,677684248,0,793261078,578
1326778665,h74h283c,827262180,836094977,0,200436847,27847
369265332,lihdcted,19728508,1209003644,0,113735886,726
1995515565,6ey6mbid,310222,1209285999,0,15812130126,1691684
1324845025,8fechd5n,58748167,904410290,0,332,12
170801255,nv5iyiy2,3592,1207361142,1050238,21979981,307
1326778665,6ftg065a,399060098,403215303,0,13978654,1497
1265448083,7agnu66h,27783695,604271402,1162065796,540835015,6017
247799389,gmm38x3i,54508445,1009085290,0,261284374,2192
1097674375,hlca8amw,69135928,579451979,0,112493,18
2112309870,8d7pbkuu,314570735,1012323208,13144,0,39
1208498671,kdsubsv9,909281525,1125892022,0,867386,11
1265448083,n1ntkbkm,27467967,667215315,1415801753,747915726,9882
114655376,ghrl5eyf,31173222,946695351,0,135039483,192
1995515565,3v9wl60d,234874,1209296680,0,356244624,269596
1931466483,pmelsbhf,64031426,1002440412,0,1142028880,465
2004193228,7lyhtdvu,239903730,1188290799,0,490273184,7073
1321400632,iidx1t1m,46513,1209304246,732510,18551044,33546
1552820946,9m43rgty,209951463,984245685,0,39639,27
350087653,9r12r5cn,342807577,739850703,12174,0,14
158007777,h3m8h9hn,917397532,917426519,4236,4236,4
1029921800,73mvdhmp,48408631,1136497209,0,392044669,9783
235876740,4w6txiaf,68352,1209229827,232052,360039,5360
1700703418,xye48b8s,45575,1207821234,450240,2019360,1344
593451146,tykjjve2,373853166,377281454,0,1752,3
1878961833,5x9i8auk,325006293,394335072,0,31464,26
1140841336,65tueihh,34847,1123281257,123197,134813,439
814173353,eoitsxxk,645588295,648319313,0,86691338,2
1549062608,jgeidyed,113047372,988747642,0,463250,153
32552391,9p5x98sd,33014072,1195089033,258246693,34601543,4181
2113805769,4wyhxdg7,806126995,806447502,0,6250702,2
624290014,0rtq22ej,560506754,1176299882,7558,0,2
1326778665,3rlevax3,64124308,66487772,0,23034817,3693
1188314864,k2b3os1o,1950,1209592401,0,9829381105,194779
2004193228,p8b20vrw,2503754,1208793477,0,4705220009,676
1274913248,wd38jd6e,178713,1206273309,0,1192434,353
682543198,tf6miq0l,31935,1209565724,0,15632478,21524
839085345,u1q65cm8,26123394,1204441767,158030803,0,1329
361401519,lgkmnepu,3653249,1134052577,0,537375691,138
361401519,io6b1193,3084207,1133762219,0,453708131,127
1169325562,56t9rffh,0,1209590197,396363963,440977390,228545
1423268487,arectccy,103142985,398285659,663907,0,12
2045566022,bforck33,446505,1209556423,0,9509825,11101
2075898476,rqj79d91,4324857,1127503028,0,67696988,30
570753186,ayp92ujr,205900090,206166081,0,47677,8
1669087656,og4c9bi7,11264,1206012410,107366557,0,337
1029921800,xi9dpymd,48567743,1136609124,0,123398192,3518
1029921800,0wur7p1e,48525837,1136431601,0,123398192,3518
598822761,ic60dqft,32157699,985482827,0,1595687,85
1991523355,ghyexyvu,1000,1209474199,300114,1765520,19023
1475051912,d39w79f1,310806521,311021309,0,3304,8
2004193228,arwlnahb,33860491,933860258,0,12519,42
1381175665,j03uywqk,15863,1209311393,2560021,5006283,2865
1547161858,lqjyxcjw,6369,1209565657,0,15020061,46118
908483929,lslw5dpd,749880980,818608368,2596,0,4
26307864,jodruqf9,14077846,964698850,0,43663106,32
1614153915,brdie4r7,632742,1124337844,0,4816158492,2800
1475051912,mhlf31ps,310805854,311027345,0,6880,16
1293102986,a76qn9ej,326526577,1159864096,5202588,0,37
369265332,pp4qeco9,50869531,668288475,0,746644458,1191
75865736,14xx6krj,36998956,510147249,0,2281247819,132
63048535,c4r3hbwn,419612712,723718687,105818342,156792926,85
1699846590,m7y1ptl9,7270726,1203039074,0,2057144,166
1700703418,55mm0kha,1210067,1207208958,5882915,0,383
1807464760,bk5k23qd,678603463,812742481,0,1515861,3
865368202,wlcpjvbm,315516633,393039954,0,592332,3
1820514073,x5aidpo6,18158,1180836889,2451484672,0,538
1838274139,9m30m434,286695150,1002716001,0,32642,130
2004193228,kahmelwp,1975325,1209232908,0,2399553171,721
1051009521,fmrflaav,13,1209595029,4104650,4104650,482900
1824376023,acsblufg,3639547,1126862767,0,118642030,80
2004193228,0u2j36se,2011292,1209211155,0,4733012451,680
1133287898,iplo7adc,137123886,918413003,0,1644472,39
1728477945,06bnt6r9,148733297,150044772,33128885,0,3
587630287,up66y0rh,39394686,40616454,8814,8815,84
1592328397,pg8yw912,23157988,1146379423,0,6284895108,151
242211238,g7akfq77,2919900,1208007964,0,86568726,627
1082281094,7kuyx5lb,14820,1207361502,0,4953032346,1617
814173353,5bejuklk,646045540,647508196,0,260074014,6
1547161858,owenxtto,6206,1209599686,0,62590428,46106
1282524595,c8t483iy,316572131,994344917,0,63342904,38
1274913248,ny92a9u3,3580708,1205925291,0,845784066,692
1265448083,an3vf0kg,388920036,603367053,29405,17181955,368
1892205021,jkdjfm2m,3632791,1126867955,0,99243469,67
1658326705,5qr8odxv,5005766,967181338,0,398566478,118
419857685,jcmd7c4a,51423944,835571457,12925519377,0,31559
2064662214,iu3qpi0v,154041873,1096907142,0,6221592569,50
804952729,i9l5k8cg,384256816,634175235,0,0,2
1699846590,g7bl4fdl,7223440,1199463122,0,18171279,450
2058243456,d42uquij,3064289,1209394648,3708835305,6544026411,1191
1423268487,itml4rqv,141795764,660433091,74594,0,7
1082281094,y1y5k491,3613445,1128175107,0,173735546,65
1326778665,db4e8kmd,49808617,50965047,0,26194497,4077
1326778665,67y5y3ys,52109809,52217759,0,2959943,454
1683484672,9w41lk06,828229484,828232309,0,28791,6
1700703418,jm8k285u,1207683,1207216449,5896252,0,384
1422339147,voqv9fol,300964004,318247286,0,2975,5
1990365949,04e5d7pi,7259817,1209335226,0,139340277,1554
1547161858,wcl8yiay,3827,1209575322,0,12240561,37618
1820514073,91q6b9vk,217587406,1206582702,0,117706,1536
1353651433,nad3ds1r,8570480,1137366186,0,333316,18
1274913248,1g8ed437,726401012,1186705369,0,13211876,42
1003538042,ik7noe7d,14686825,1206851128,0,184113944,8880
1003538042,766ofcie,7508217,1199581347,0,220604409,55865
1610272947,gika5o5h,120989772,805905063,0,223169,14
1575053377,xi83saun,129626440,133393925,0,110640,4
91511170,vvfnfsqq,136966664,1028447016,5158295,0,107
1326778665,x4i0ftb1,138875542,139235259,0,3832473,398
1326778665,sbrre0s6,141857964,147639130,0,108615115,12368
1117705615,21gbtk8f,142523710,230402435,19599,11960,9
1836702022,05ie9xnm,147727327,899105550,0,1849947,65
1326778665,yl2qteed,818305350,822664718,0,71583778,8874
1616543837,v8ermua1,754962064,761248682,0,1905826,15
1326778665,onbsh8oc,152242024,156629825,0,102730812,14250
1616543837,phawggt3,159706461,846674929,0,50363760,189
1326778665,5xmk1fn0,159889253,164742910,0,109782051,14584
142517819,d4y7nqd7,563233413,1209011049,129254506,0,2871
1345450719,10psqv0i,720395590,721097687,118533,0,4
1838066068,xahlov2v,160650825,1014091622,0,4634,16
1610272947,1mxct6xd,186515046,880561152,0,570814,40
814173353,6gs9cld4,233986880,646654014,0,153600,50
1575053377,hhx69fda,202101539,897328264,0,3651050,117
1326778665,4rpm5xm0,732323343,736747702,0,77107593,12211
19867359,vccgvdhr,202282270,1068983434,0,1431079470,72658
1247051490,5nxg0947,1093,1209213799,301854,983198,11690
247799389,g7w1sci5,39449620,384064104,0,8290933,30
1326778665,8g4gc8ra,202592184,204193931,0,80633893,10520
298015794,s6y0ac63,895167755,895818978,175756469,152289284,1566
1381175665,vlxwx3xg,23716,1206026704,0,3361907,1188
1183432651,kj6ejmbi,638186483,1208418147,8217828,0,28
1274913248,empmdutv,3053866,1209255356,0,680950298,544
230727517,epr15xy7,207945130,998478803,4134,0,28
2083306697,csseumse,26202587,1032078950,0,13066341,1974
316898338,jfevxj2x,747160752,1208286335,0,33509700,243
1289255470,cilaggll,212011262,285256642,0,7925764,41
242211238,ke9spbtg,743449580,1208022203,0,32990843,239
1991523355,dxibc220,119021871,921898094,0,27984839,20
2004193228,wptdvutw,217934925,636246986,0,824,3
2004193228,wvvvcaqa,218637441,636820380,0,824,3
1326778665,na0j3t9q,386421755,391023782,0,139180714,20133
1265448083,mdbk5hkd,390445126,1186129819,67764,1388697671,2717
2004193228,b5t3g4yn,235535802,1202546175,0,80810329228,174748
147960978,x8dcbgkr,285471359,297617160,0,10795,3
1650768425,icj7389q,44608115,45056161,0,12522,3
1949562962,pwrd6cpu,995599439,1125484829,25830,0,17
695310120,uudo1at7,290045274,817580002,0,4214759,32
1441682442,729jlwc5,5572926,1129073690,1042687,0,16
610532645,q316r604,392461405,395644880,0,12790661,31
1552820946,r7ew9cuw,803305467,984246912,0,33121,13
316898338,0brvghkm,295114902,1208283105,0,67846464,492
866170704,ixjd2pef,308417394,1143456918,0,61541287,4108
814173353,6g9wpf2i,310211405,311023616,0,28641324,2
1137033847,c9yg4f61,436357007,698200869,0,2826219,189
1208498671,2mykfc3m,315191224,1148059106,0,613784478,4415
1909260910,khajf11f,8285484,1209082944,0,762632048,5646
1341676555,e8wp6kgl,280326,1209579695,0,53517538636,847673
2108282823,2llv1mgm,328555328,1030337338,29080,0,178
1878961833,waggcxa3,332833342,396291689,0,5627,12
1326778665,jr1sbimn,404298598,410270623,0,128485184,18569
1381175665,xlxky5ax,46092,1209018014,561868855,561865003,6481
1326778665,vv4vgcdy,416838208,420975484,0,42410793,6763
1326778665,sjudihh3,463972352,468438587,0,51137186,8104
46962924,s23gevmm,602993959,1207670567,0,3300,6
1772052562,qrsu5kw0,747592551,802861782,394167942,2373788897,27
758369575,rk2uxsxy,487030967,488025458,1067564,0,2
2007757786,jbie7y19,617316965,707099367,0,1362,16
502250212,v7ol3rdp,495162042,496669539,0,26667,3
430247804,sa9cde3k,639131893,920372708,0,138484963,246
75865736,arajnl19,648443009,1114402794,0,15263453530,1112
1803817955,df3nfy5p,649585631,980158665,18903957755,0,171669
748947263,0jy9piec,38791906,974775579,0,540882,98
1772052562,ec8rpd9i,652108468,652615425,168929118,912174777,9
1326778665,x3dsgft9,399208299,403728010,0,79805456,11535
1326778665,avwfhebw,660379946,665139370,0,51945175,8229
1477750334,um7qpy00,990310937,1123689466,62405,0,64
725928542,5c7i9hvo,27950111,1158324018,0,21721316780,25188
2045566022,1j8j9bbj,15668942,1208360679,0,21992356,2457
1326778665,hyet3cgr,662413150,666800190,0,32382938,3608
826508184,475fmqap,669408438,1027793914,0,11639334,998
597943098,k2yj30vc,61707,1208757890,0,3304096,1307
794215153,3kkpxo8x,69258022,1000145477,137075383,0,35
796218539,39kl45rp,676805603,1108812436,0,18913138,852
1481019884,69aw61ja,19830667,1143026962,0,2352354,108
772156946,vbsx0wu4,715869795,715924633,0,90,2
1616543837,tbihgk4m,729011235,954709996,0,57846106,249
1326778665,hhjfwspd,745802936,750050082,0,41215461,5116
1658326705,wudeamib,98319288,889487493,0,627197926,48
455109142,kmhkfriq,746935715,816368072,0,4764,3
1293102986,jnpknje7,748205849,1159626556,430379,0,58
2097861660,xfr6v3h3,837797158,918829221,111176,0,8
1007761308,9pukp13f,1007764,1134047042,0,68071731,806
1579998562,7edtqqhq,760487079,1122410977,0,97843698,718
2103772583,h3xipcob,765273116,989159607,0,473088,10
2004193228,fcd7hx7q,814130237,899831385,0,2208,7
1921059850,o1j23v4m,819453190,1125049727,14905629,0,9
1188314864,t9rwfk3i,821338195,1015173457,0,322480011,229723
1153103996,6a7ijrgq,825405442,937163409,1049942,0,12
301711719,cgv49x50,833292127,1206460301,5522776,0,240
